,Temp_LM75/oC,Temp_BME680/oC,Temp_NTC/oC,Pressure/kPa,Humidity/%,Time
1022,24.96,35.58,33.37,101.58,37.82,2021-05-03 09:47:56
1023,24.96,35.55,33.27,101.58,37.49,2021-05-03 09:48:37
1024,24.96,35.52,33.29,101.58,37.26,2021-05-03 09:49:10
1025,24.96,35.5,33.29,101.58,37.0,2021-05-03 09:49:44
1026,24.96,35.48,33.21,101.58,37.15,2021-05-03 09:50:18
1027,24.96,35.46,33.27,101.58,37.69,2021-05-03 09:50:51
1028,24.96,35.44,33.27,101.58,38.2,2021-05-03 09:51:25
1029,24.96,35.42,33.21,101.58,38.32,2021-05-03 09:51:59
1030,24.96,35.39,33.23,101.58,38.06,2021-05-03 09:52:33
1031,24.96,35.37,33.21,101.58,38.07,2021-05-03 09:53:07
1032,24.96,35.35,33.18,101.58,38.13,2021-05-03 09:53:46
1033,24.96,35.33,33.21,101.58,37.94,2021-05-03 09:54:20
1034,24.96,35.32,33.14,101.57,38.16,2021-05-03 09:54:53
1035,24.96,35.31,33.14,101.58,38.2,2021-05-03 09:55:27
1036,24.96,35.29,33.18,101.58,38.24,2021-05-03 09:56:01
1037,24.96,35.28,33.16,101.57,38.34,2021-05-03 09:56:34
1038,24.96,35.27,33.14,101.57,38.92,2021-05-03 09:57:08
1039,24.96,35.26,33.1,101.57,38.2,2021-05-03 09:57:42
1040,24.96,35.26,33.14,101.56,37.96,2021-05-03 09:58:16
1041,24.96,35.25,33.08,101.56,38.0,2021-05-03 09:58:49
1042,24.96,35.25,33.1,101.56,37.52,2021-05-03 09:59:23
1043,24.96,35.24,33.08,101.56,36.83,2021-05-03 09:59:57
1044,24.96,35.25,33.06,101.56,36.84,2021-05-03 10:00:37
1045,24.96,35.25,33.1,101.55,36.7,2021-05-03 10:01:10
1046,24.96,35.25,33.1,101.55,36.63,2021-05-03 10:01:44
1047,24.96,35.25,33.18,101.55,36.48,2021-05-03 10:02:18
1048,24.96,35.26,33.1,101.55,35.99,2021-05-03 10:02:52
1049,24.96,35.26,33.1,101.55,36.13,2021-05-03 10:03:25
1050,24.96,35.27,33.08,101.55,35.9,2021-05-03 10:03:59
1051,24.96,35.27,33.1,101.55,35.65,2021-05-03 10:04:38
1052,24.96,35.28,33.1,101.55,35.66,2021-05-03 10:05:12
1053,24.96,35.29,33.1,101.54,35.68,2021-05-03 10:05:45
1054,24.96,35.29,33.14,101.54,35.34,2021-05-03 10:06:19
1055,24.96,35.3,33.14,101.54,35.42,2021-05-03 10:06:53
1056,24.96,35.31,33.18,101.54,35.12,2021-05-03 10:07:27
1057,24.96,35.31,33.14,101.54,35.07,2021-05-03 10:08:00
1058,24.96,35.32,33.14,101.54,34.97,2021-05-03 10:08:34
1059,24.96,35.32,33.1,101.54,34.91,2021-05-03 10:09:08
1060,24.96,35.33,33.1,101.53,34.89,2021-05-03 10:09:41
1061,24.96,35.34,33.1,101.54,35.34,2021-05-03 10:10:15
1062,24.96,35.34,33.12,101.53,35.84,2021-05-03 10:10:49
1063,24.96,35.35,33.14,101.54,35.67,2021-05-03 10:11:22
1064,24.96,35.35,33.14,101.54,35.32,2021-05-03 10:11:56
1065,24.96,35.36,33.08,101.54,34.78,2021-05-03 10:12:36
1066,24.96,35.37,33.16,101.54,34.47,2021-05-03 10:13:10
1067,24.96,35.39,33.18,101.54,34.45,2021-05-03 10:13:43
1068,24.96,35.4,33.1,101.53,34.69,2021-05-03 10:14:17
1069,24.96,35.41,33.18,101.53,34.69,2021-05-03 10:14:51
1070,24.96,35.43,33.16,101.53,34.94,2021-05-03 10:15:25
1071,24.96,35.44,33.21,101.52,35.07,2021-05-03 10:15:58
1072,24.96,35.45,33.18,101.53,35.09,2021-05-03 10:16:33
1073,24.96,35.47,33.18,101.53,35.39,2021-05-03 10:17:07
1074,24.96,35.47,33.25,101.53,35.54,2021-05-03 10:17:41
1075,24.96,35.48,33.18,101.52,35.27,2021-05-03 10:18:14
1076,24.96,35.5,33.16,101.53,35.4,2021-05-03 10:18:48
1077,24.96,35.51,33.19,101.53,35.51,2021-05-03 10:19:39
1078,24.96,35.52,33.25,101.53,35.39,2021-05-03 10:20:13
1079,24.96,35.53,33.31,101.53,35.55,2021-05-03 10:20:47
1080,24.96,35.55,33.25,101.52,35.69,2021-05-03 10:21:21
1081,24.96,35.56,33.19,101.52,35.95,2021-05-03 10:21:54
1082,24.96,35.57,33.27,101.52,35.93,2021-05-03 10:22:33
1083,24.96,35.58,33.21,101.52,35.81,2021-05-03 10:23:07
1084,24.96,35.58,33.31,101.52,36.01,2021-05-03 10:23:41
1085,24.96,35.58,33.23,101.52,36.17,2021-05-03 10:24:14
1086,24.96,35.6,33.27,101.52,36.41,2021-05-03 10:24:48
1087,24.96,35.6,33.27,101.52,36.34,2021-05-03 10:25:22
1088,24.96,35.59,33.19,101.52,36.23,2021-05-03 10:25:56
1089,24.96,35.59,33.33,101.51,35.98,2021-05-03 10:26:35
1090,24.96,35.58,33.27,101.51,36.1,2021-05-03 10:27:08
1091,24.96,35.58,33.21,101.51,36.08,2021-05-03 10:27:42
1092,24.96,35.57,33.29,101.51,36.11,2021-05-03 10:28:16
1093,24.96,35.57,33.25,101.51,35.59,2021-05-03 10:28:49
1094,24.96,35.55,33.31,101.51,35.77,2021-05-03 10:29:23
1095,24.96,35.55,33.27,101.51,35.68,2021-05-03 10:29:57
1096,24.96,35.54,33.23,101.51,35.72,2021-05-03 10:30:37
1097,24.96,35.54,33.33,101.5,35.85,2021-05-03 10:31:10
1098,24.96,35.55,33.29,101.5,35.93,2021-05-03 10:31:44
1099,24.96,35.55,33.25,101.5,35.77,2021-05-03 10:32:18
1100,24.96,35.56,33.27,101.51,35.7,2021-05-03 10:32:51
1101,24.96,35.56,33.25,101.5,35.85,2021-05-03 10:33:25
1102,24.96,35.57,33.27,101.51,36.04,2021-05-03 10:34:04
1103,24.96,35.58,33.29,101.5,36.07,2021-05-03 10:34:37
1104,24.96,35.6,33.23,101.5,36.13,2021-05-03 10:35:11
1105,24.96,35.6,33.35,101.5,36.37,2021-05-03 10:35:45
1106,24.96,35.62,33.27,101.5,35.81,2021-05-03 10:36:19
1107,24.96,35.63,33.37,101.49,35.69,2021-05-03 10:36:52
1108,24.96,35.67,33.37,101.5,35.58,2021-05-03 10:37:26
1109,24.96,35.69,33.33,101.5,35.74,2021-05-03 10:38:00
1110,24.96,35.7,33.37,101.49,35.79,2021-05-03 10:38:34
1111,24.96,35.72,33.37,101.49,35.97,2021-05-03 10:39:07
1112,24.96,35.75,33.39,101.49,36.14,2021-05-03 10:39:41
1113,24.96,35.77,33.37,101.49,36.3,2021-05-03 10:40:15
1114,24.96,35.79,33.39,101.48,36.4,2021-05-03 10:40:49
1115,24.96,35.81,33.43,101.48,36.48,2021-05-03 10:41:23
1116,24.96,35.83,33.39,101.49,36.61,2021-05-03 10:41:56
1117,24.96,35.85,33.43,101.48,36.56,2021-05-03 10:42:36
1118,24.96,35.88,33.46,101.48,36.48,2021-05-03 10:43:10
1119,24.96,35.9,33.46,101.48,36.52,2021-05-03 10:43:43
1120,24.96,35.92,33.46,101.48,36.55,2021-05-03 10:44:17
1121,24.96,35.94,33.46,101.48,36.58,2021-05-03 10:44:51
1122,24.96,35.96,33.54,101.48,36.63,2021-05-03 10:45:25
1123,24.96,35.97,33.5,101.48,36.48,2021-05-03 10:45:59
1124,24.96,35.99,33.56,101.48,36.47,2021-05-03 10:46:33
1125,24.96,36.01,33.54,101.48,36.46,2021-05-03 10:47:07
1126,24.96,36.02,33.56,101.48,36.54,2021-05-03 10:47:41
1127,24.96,36.03,33.54,101.48,36.53,2021-05-03 10:48:14
1128,24.96,36.03,33.56,101.48,36.39,2021-05-03 10:48:48
1129,24.96,36.04,33.6,101.48,36.33,2021-05-03 10:49:22
1130,24.96,36.04,33.6,101.48,36.38,2021-05-03 10:49:56
1131,24.96,36.04,33.62,101.48,36.38,2021-05-03 10:50:35
1132,24.96,36.04,33.56,101.47,36.21,2021-05-03 10:51:09
1133,24.96,36.04,33.58,101.48,36.0,2021-05-03 10:51:42
1134,24.96,36.04,33.62,101.47,36.11,2021-05-03 10:52:16
1135,24.96,36.04,33.58,101.47,36.14,2021-05-03 10:52:50
1136,24.96,36.04,33.66,101.47,36.05,2021-05-03 10:53:24
1137,24.96,36.03,33.66,101.46,35.92,2021-05-03 10:54:10
1138,24.96,36.02,33.66,101.46,36.16,2021-05-03 10:54:43
1139,24.96,36.01,33.66,101.46,36.12,2021-05-03 10:55:17
1140,24.96,36.0,33.64,101.46,35.86,2021-05-03 10:55:51
1141,24.96,35.98,33.58,101.45,35.82,2021-05-03 10:56:25
1142,24.96,35.97,33.68,101.46,36.11,2021-05-03 10:56:59
1143,24.96,35.96,33.64,101.46,36.35,2021-05-03 10:57:38
1144,24.96,35.94,33.58,101.46,36.54,2021-05-03 10:58:11
1145,24.96,35.92,33.56,101.45,36.53,2021-05-03 10:58:45
1146,24.96,35.9,33.56,101.45,36.5,2021-05-03 10:59:19
1147,24.96,35.88,33.56,101.45,36.41,2021-05-03 10:59:53
1148,24.96,35.87,33.5,101.45,36.67,2021-05-03 11:00:26
1149,24.96,35.85,33.54,101.45,36.59,2021-05-03 11:01:00
1150,24.96,35.83,33.56,101.44,36.61,2021-05-03 11:01:34
1151,24.96,35.81,33.54,101.44,35.99,2021-05-03 11:02:08
1152,24.96,35.79,33.5,101.44,35.54,2021-05-03 11:02:41
1153,24.96,35.78,33.52,101.45,35.66,2021-05-03 11:03:15
1154,24.96,35.77,33.54,101.44,35.63,2021-05-03 11:03:49
1155,24.96,35.76,33.52,101.44,35.94,2021-05-03 11:04:23
1156,24.96,35.74,33.52,101.45,36.05,2021-05-03 11:04:57
1157,24.96,35.72,33.56,101.44,36.18,2021-05-03 11:05:36
1158,24.96,35.71,33.5,101.45,36.36,2021-05-03 11:06:10
1159,24.96,35.69,33.44,101.45,36.02,2021-05-03 11:06:43
1160,24.96,35.68,33.48,101.45,36.5,2021-05-03 11:07:17
1161,24.96,35.66,33.5,101.44,36.83,2021-05-03 11:07:51
1162,24.96,35.64,33.46,101.44,36.9,2021-05-03 11:08:25
1163,24.96,35.62,33.46,101.44,37.02,2021-05-03 11:08:58
1164,24.46,35.61,33.46,101.44,37.03,2021-05-03 11:09:38
1165,24.96,35.59,33.44,101.43,37.32,2021-05-03 11:10:11
1166,24.96,35.57,33.46,101.43,36.51,2021-05-03 11:10:45
1167,24.96,35.55,33.37,101.43,34.63,2021-05-03 11:11:19
1168,24.96,35.54,33.39,101.42,35.5,2021-05-03 11:11:53
1169,24.96,35.52,33.37,101.42,36.23,2021-05-03 11:12:26
1170,24.96,35.51,33.37,101.42,36.16,2021-05-03 11:13:00
1171,24.46,35.5,33.37,101.42,36.82,2021-05-03 11:13:34
1172,24.96,35.48,33.35,101.42,37.62,2021-05-03 11:14:08
1173,24.96,35.47,33.35,101.42,38.08,2021-05-03 11:14:42
1174,24.96,35.45,33.29,101.42,38.2,2021-05-03 11:15:15
1175,24.96,35.44,33.33,101.41,38.41,2021-05-03 11:15:49
1176,24.96,35.43,33.33,101.41,38.14,2021-05-03 11:16:23
1177,24.96,35.42,33.29,101.41,38.08,2021-05-03 11:16:56
1178,24.96,35.4,33.29,101.41,38.11,2021-05-03 11:17:35
1179,24.96,35.4,33.27,101.4,38.19,2021-05-03 11:18:09
1180,24.96,35.39,33.29,101.4,38.31,2021-05-03 11:18:43
1181,24.96,35.4,33.31,101.41,38.24,2021-05-03 11:19:17
1182,24.96,35.39,33.27,101.4,38.34,2021-05-03 11:19:50
1183,24.96,35.39,33.27,101.4,38.22,2021-05-03 11:20:24
1184,24.96,35.38,33.25,101.41,38.72,2021-05-03 11:20:58
1185,24.96,35.37,33.27,101.4,38.71,2021-05-03 11:21:37
1186,24.96,35.37,33.27,101.41,38.56,2021-05-03 11:22:10
1187,24.96,35.36,33.29,101.41,38.65,2021-05-03 11:22:44
1188,24.96,35.36,33.27,101.4,37.89,2021-05-03 11:23:18
1189,24.96,35.35,33.27,101.4,37.13,2021-05-03 11:23:52
1190,24.96,35.32,33.29,101.39,35.62,2021-05-03 11:24:25
1191,24.96,35.28,33.27,101.4,30.11,2021-05-03 11:24:59
1192,24.96,35.24,33.27,101.39,30.55,2021-05-03 11:25:39
1193,24.46,35.22,33.18,101.38,30.39,2021-05-03 11:26:13
1194,24.96,35.19,33.12,101.38,31.39,2021-05-03 11:26:47
1195,24.46,35.18,33.18,101.38,33.37,2021-05-03 11:27:21
1196,24.46,35.17,33.14,101.38,34.63,2021-05-03 11:27:55
1197,24.46,35.15,33.12,101.38,35.43,2021-05-03 11:28:46
1198,24.46,35.14,33.06,101.37,35.92,2021-05-03 11:29:20
1199,24.46,35.11,33.18,101.37,35.9,2021-05-03 11:29:54
1200,24.46,35.1,33.08,101.38,35.95,2021-05-03 11:30:33
1201,24.46,35.09,33.08,101.38,36.14,2021-05-03 11:31:07
1202,24.46,35.08,33.08,101.37,36.62,2021-05-03 11:31:40
1203,24.46,35.07,33.06,101.37,36.94,2021-05-03 11:32:14
1204,24.46,35.07,33.06,101.36,36.84,2021-05-03 11:32:48
1205,24.46,35.07,33.0,101.36,36.98,2021-05-03 11:33:22
1206,24.46,35.06,33.02,101.36,36.93,2021-05-03 11:33:56
1207,24.46,35.06,33.06,101.36,37.1,2021-05-03 11:34:35
1208,24.46,35.06,33.02,101.36,37.07,2021-05-03 11:35:09
1209,24.46,35.06,33.02,101.36,37.4,2021-05-03 11:35:43
1210,24.46,35.07,33.0,101.36,37.51,2021-05-03 11:36:17
1211,24.46,35.05,33.06,101.36,37.52,2021-05-03 11:36:50
1212,24.46,35.06,32.98,101.36,37.23,2021-05-03 11:37:24
1213,24.46,35.07,33.0,101.36,36.9,2021-05-03 11:37:59
1214,24.46,35.06,32.98,101.36,36.97,2021-05-03 11:38:33
1215,24.46,35.0,32.98,101.36,34.35,2021-05-03 11:39:07
1216,24.46,34.98,32.95,101.36,34.06,2021-05-03 11:39:41
1217,24.46,34.97,32.97,101.35,34.6,2021-05-03 11:40:15
1218,24.46,34.96,32.98,101.35,35.61,2021-05-03 11:40:49
1219,24.46,34.96,32.98,101.35,36.32,2021-05-03 11:41:23
1220,24.46,34.96,32.95,101.35,36.92,2021-05-03 11:41:56
1221,24.46,34.95,32.98,101.36,36.62,2021-05-03 11:42:34
1222,24.46,34.95,32.93,101.35,36.72,2021-05-03 11:43:08
1223,24.46,34.94,32.91,101.34,36.93,2021-05-03 11:43:42
1224,23.96,34.95,32.91,101.34,36.9,2021-05-03 11:44:16
1225,23.96,34.95,32.93,101.34,37.03,2021-05-03 11:44:49
1226,24.46,34.97,32.89,101.34,37.23,2021-05-03 11:45:23
1227,24.46,34.97,32.95,101.34,37.41,2021-05-03 11:45:57
1228,24.46,35.0,32.95,101.34,37.61,2021-05-03 11:46:37
1229,23.96,35.01,32.93,101.34,37.84,2021-05-03 11:47:11
1230,24.46,35.01,32.98,101.34,37.38,2021-05-03 11:47:45
1231,24.46,35.01,32.93,101.34,36.31,2021-05-03 11:48:19
1232,24.46,35.01,32.93,101.34,33.9,2021-05-03 11:48:52
1233,24.46,35.02,32.93,101.33,34.37,2021-05-03 11:49:26
1234,24.46,35.04,32.89,101.34,34.65,2021-05-03 11:50:00
1235,24.46,35.06,32.98,101.33,35.27,2021-05-03 11:50:34
1236,23.96,35.08,32.95,101.33,35.98,2021-05-03 11:51:08
1237,24.46,35.09,32.89,101.33,36.25,2021-05-03 11:51:42
1238,24.46,35.11,32.93,101.34,36.47,2021-05-03 11:52:16
1239,24.46,35.1,32.95,101.33,35.79,2021-05-03 11:52:49
1240,24.46,35.11,32.91,101.33,34.79,2021-05-03 11:53:23
1241,24.46,35.13,32.95,101.34,35.27,2021-05-03 11:53:57
1242,24.46,35.15,32.97,101.33,35.73,2021-05-03 11:54:36
1243,24.46,35.18,32.97,101.33,36.02,2021-05-03 11:55:10
1244,24.46,35.2,32.98,101.33,36.33,2021-05-03 11:55:44
1245,24.46,35.23,32.97,101.33,36.22,2021-05-03 11:56:18
1246,24.46,35.26,33.0,101.33,36.41,2021-05-03 11:56:51
1247,24.46,35.28,33.04,101.33,36.52,2021-05-03 11:57:25
1248,24.46,35.3,32.98,101.33,36.73,2021-05-03 11:57:59
1249,24.46,35.33,33.02,101.33,36.88,2021-05-03 11:58:38
1250,24.46,35.36,33.12,101.33,37.13,2021-05-03 11:59:11
1251,24.46,35.38,33.16,101.33,37.29,2021-05-03 11:59:50
1252,24.46,35.4,33.08,101.32,37.16,2021-05-03 12:00:24
1253,23.96,35.41,33.16,101.32,37.26,2021-05-03 12:00:58
1254,24.46,35.42,33.12,101.32,37.25,2021-05-03 12:01:37
1255,23.96,35.44,33.06,101.33,37.31,2021-05-03 12:02:10
1256,24.46,35.44,33.18,101.3,37.42,2021-05-03 12:02:44
1257,23.96,35.46,33.19,101.32,36.87,2021-05-03 12:03:34
1258,23.96,35.46,33.18,101.32,35.47,2021-05-03 12:04:08
1259,23.96,35.48,33.14,101.32,34.28,2021-05-03 12:04:42
1260,23.96,35.46,33.19,101.32,33.35,2021-05-03 12:05:15
1261,23.96,35.44,33.18,101.31,34.12,2021-05-03 12:05:49
1262,23.96,35.42,33.18,101.3,33.11,2021-05-03 12:06:23
1263,23.96,35.4,33.12,101.3,33.05,2021-05-03 12:06:56
1264,23.96,35.38,33.1,101.3,32.87,2021-05-03 12:07:33
1265,23.96,35.37,33.14,101.3,33.61,2021-05-03 12:08:06
1266,23.96,35.35,33.1,101.3,34.62,2021-05-03 12:08:40
1267,23.96,35.35,33.1,101.3,35.12,2021-05-03 12:09:14
1268,23.96,35.33,33.08,101.3,35.62,2021-05-03 12:09:47
1269,23.96,35.33,33.08,101.3,35.96,2021-05-03 12:10:21
1270,23.96,35.32,33.06,101.3,36.51,2021-05-03 12:10:55
1271,23.96,35.31,33.12,101.3,36.52,2021-05-03 12:11:30
1272,23.96,35.3,33.1,101.28,35.68,2021-05-03 12:12:04
1273,23.96,35.29,33.12,101.28,35.68,2021-05-03 12:12:37
1274,23.96,35.28,33.08,101.29,34.22,2021-05-03 12:13:11
1275,23.96,35.28,33.04,101.29,33.78,2021-05-03 12:13:45
1276,23.96,35.28,33.08,101.29,33.41,2021-05-03 12:14:19
1277,23.96,35.28,33.1,101.29,34.85,2021-05-03 12:14:52
1278,23.96,35.28,33.14,101.29,35.78,2021-05-03 12:15:26
1279,23.96,35.27,33.08,101.29,36.37,2021-05-03 12:16:00
1280,23.96,35.25,33.02,101.3,36.46,2021-05-03 12:16:34
1281,23.96,35.24,33.08,101.28,35.38,2021-05-03 12:17:08
1282,23.96,35.22,33.06,101.29,33.23,2021-05-03 12:17:41
1283,23.96,35.2,33.02,101.28,32.98,2021-05-03 12:18:15
1284,23.96,35.18,33.0,101.28,33.06,2021-05-03 12:18:49
1285,23.96,35.17,33.02,101.28,34.12,2021-05-03 12:19:22
1286,23.96,35.16,33.0,101.28,34.01,2021-05-03 12:19:56
1287,23.96,35.14,32.98,101.27,34.97,2021-05-03 12:20:33
1288,23.96,35.13,32.97,101.27,35.69,2021-05-03 12:21:07
1289,23.96,35.12,32.98,101.27,35.93,2021-05-03 12:21:41
1290,23.96,35.1,32.97,101.27,36.32,2021-05-03 12:22:15
1291,23.96,35.08,32.98,101.28,36.56,2021-05-03 12:22:49
1292,23.96,35.06,32.98,101.28,37.26,2021-05-03 12:23:22
1293,23.96,35.04,32.95,101.28,37.39,2021-05-03 12:23:56
1294,23.96,35.03,32.98,101.27,37.45,2021-05-03 12:24:34
1295,23.96,35.01,32.93,101.27,37.77,2021-05-03 12:25:08
1296,23.96,34.99,32.98,101.27,38.74,2021-05-03 12:25:42
1297,23.96,34.96,32.89,101.27,38.79,2021-05-03 12:26:15
1298,23.96,34.94,32.89,101.27,38.82,2021-05-03 12:26:49
1299,23.96,34.91,32.93,101.27,38.45,2021-05-03 12:27:23
1300,23.96,34.9,32.87,101.27,38.67,2021-05-03 12:27:57
1301,23.96,34.87,32.87,101.26,39.25,2021-05-03 12:28:36
1302,23.96,34.85,32.83,101.27,39.33,2021-05-03 12:29:10
1303,23.96,34.82,32.91,101.26,36.18,2021-05-03 12:29:44
1304,23.96,34.78,32.79,101.26,34.95,2021-05-03 12:30:17
1305,23.96,34.73,32.79,101.26,33.71,2021-05-03 12:30:51
1306,23.96,34.7,32.76,101.25,34.53,2021-05-03 12:31:25
1307,23.96,34.69,32.77,101.26,35.84,2021-05-03 12:31:59
1308,23.96,34.67,32.7,101.26,36.37,2021-05-03 12:32:34
1309,23.96,34.65,32.64,101.26,36.98,2021-05-03 12:33:08
1310,23.96,34.65,32.68,101.25,37.11,2021-05-03 12:33:41
1311,23.96,34.64,32.68,101.25,36.97,2021-05-03 12:34:15
1312,23.96,34.64,32.7,101.25,36.69,2021-05-03 12:34:49
1313,23.96,34.66,32.66,101.24,36.5,2021-05-03 12:35:23
1314,23.96,34.65,32.7,101.25,36.48,2021-05-03 12:35:57
1315,23.96,34.66,32.68,101.24,36.35,2021-05-03 12:36:33
1316,23.96,34.66,32.68,101.24,37.19,2021-05-03 12:37:07
1317,23.96,34.66,32.62,101.23,37.09,2021-05-03 12:37:53
1318,23.96,34.65,32.66,101.23,36.66,2021-05-03 12:38:37
1319,23.96,34.67,32.66,101.24,36.89,2021-05-03 12:39:16
1320,23.96,34.67,32.6,101.23,36.56,2021-05-03 12:39:49
1321,23.96,34.69,32.6,101.24,36.82,2021-05-03 12:40:24
1322,24.46,34.72,32.66,101.23,37.29,2021-05-03 12:40:57
1323,23.96,34.76,32.66,101.24,37.77,2021-05-03 12:41:42
1324,24.46,34.79,32.66,101.24,37.88,2021-05-03 12:42:16
1325,24.46,34.82,32.72,101.23,38.15,2021-05-03 12:42:49
1326,24.46,34.85,32.68,101.23,38.33,2021-05-03 12:43:23
1327,24.46,34.88,32.7,101.23,38.53,2021-05-03 12:43:57
1328,24.46,34.92,32.74,101.22,38.47,2021-05-03 12:44:37
1329,24.46,34.95,32.72,101.23,38.57,2021-05-03 12:45:10
1330,24.46,34.99,32.79,101.23,38.53,2021-05-03 12:45:44
1331,24.46,35.02,32.77,101.23,38.72,2021-05-03 12:46:18
1332,24.46,35.05,32.74,101.21,38.83,2021-05-03 12:46:52
1333,24.46,35.09,32.83,101.22,39.0,2021-05-03 12:47:25
1334,24.46,35.12,32.81,101.22,38.95,2021-05-03 12:47:59
1335,24.46,35.15,32.83,101.22,39.26,2021-05-03 12:48:38
1336,24.46,35.18,32.91,101.22,39.34,2021-05-03 12:49:12
1337,24.46,35.21,32.89,101.22,39.4,2021-05-03 12:49:45
1338,24.46,35.09,32.89,101.22,34.0,2021-05-03 12:50:19
1339,24.46,34.75,32.79,101.21,27.83,2021-05-03 12:50:53
1340,24.46,34.13,32.62,101.21,25.78,2021-05-03 12:51:27
1341,24.46,33.55,32.38,101.21,26.36,2021-05-03 12:52:01
1342,24.46,32.91,32.07,101.2,25.86,2021-05-03 12:52:35
1343,23.96,32.44,31.83,101.21,26.39,2021-05-03 12:53:08
1344,23.96,31.95,31.49,101.2,26.6,2021-05-03 12:53:42
1345,23.46,31.54,31.17,101.2,26.99,2021-05-03 12:54:16
1346,23.46,31.17,30.91,101.2,27.05,2021-05-03 12:54:51
1347,23.46,30.9,30.71,101.19,28.22,2021-05-03 12:55:24
1348,22.96,30.65,30.5,101.2,27.94,2021-05-03 12:55:58
1349,22.96,30.36,30.34,101.2,28.68,2021-05-03 12:56:37
1350,22.46,30.09,29.99,101.19,29.14,2021-05-03 12:57:11
1351,22.46,30.05,29.82,101.19,30.65,2021-05-03 12:57:50
1352,22.46,30.1,29.76,101.19,33.19,2021-05-03 12:58:23
1353,22.46,30.19,29.75,101.19,36.33,2021-05-03 12:58:57
1354,22.46,30.32,29.69,101.19,37.92,2021-05-03 12:59:36
1355,22.46,30.45,29.67,101.19,37.04,2021-05-03 13:00:10
1356,22.96,30.6,29.73,101.19,36.93,2021-05-03 13:00:44
1357,22.96,30.74,29.73,101.19,36.71,2021-05-03 13:01:17
1358,22.46,30.89,29.82,101.19,36.24,2021-05-03 13:01:51
1359,22.46,31.03,29.8,101.18,35.75,2021-05-03 13:02:25
1360,22.46,31.18,29.86,101.19,35.83,2021-05-03 13:02:59
1361,22.46,31.28,29.95,101.18,34.71,2021-05-03 13:03:37
1362,22.46,31.25,29.91,101.18,32.6,2021-05-03 13:04:11
1363,22.46,31.3,29.91,101.18,33.23,2021-05-03 13:04:45
1364,22.46,31.38,29.97,101.17,33.39,2021-05-03 13:05:19
1365,22.46,31.46,30.04,101.18,33.67,2021-05-03 13:05:53
1366,22.96,31.56,30.1,101.17,34.05,2021-05-03 13:06:27
1367,22.46,31.65,30.08,101.18,34.56,2021-05-03 13:07:00
1368,22.46,31.75,30.15,101.17,34.7,2021-05-03 13:07:34
1369,22.46,31.85,30.21,101.17,35.23,2021-05-03 13:08:08
1370,22.96,31.93,30.24,101.17,34.77,2021-05-03 13:08:42
1371,22.96,32.02,30.3,101.17,35.12,2021-05-03 13:09:16
1372,22.96,32.11,30.34,101.17,34.77,2021-05-03 13:09:49
1373,22.96,32.2,30.45,101.17,35.24,2021-05-03 13:10:23
1374,22.96,32.28,30.43,101.16,35.51,2021-05-03 13:10:57
1375,22.96,32.39,30.52,101.17,35.93,2021-05-03 13:11:38
1376,23.46,32.48,30.54,101.16,36.53,2021-05-03 13:12:11
1377,23.46,32.6,30.65,101.16,37.04,2021-05-03 13:12:57
1378,23.46,32.7,30.69,101.16,37.06,2021-05-03 13:13:36
1379,23.46,32.79,30.76,101.16,37.44,2021-05-03 13:14:10
1380,23.46,32.88,30.82,101.16,37.75,2021-05-03 13:14:43
1381,23.46,32.97,30.85,101.15,37.94,2021-05-03 13:15:17
1382,23.46,33.07,30.91,101.15,37.84,2021-05-03 13:15:51
1383,23.46,33.15,30.97,101.15,37.9,2021-05-03 13:16:25
1384,23.46,33.23,31.06,101.15,38.04,2021-05-03 13:16:58
1385,23.46,33.32,31.1,101.15,38.12,2021-05-03 13:17:33
1386,23.96,33.39,31.1,101.15,38.42,2021-05-03 13:18:07
1387,23.96,33.48,31.15,101.15,38.45,2021-05-03 13:18:41
1388,23.96,33.56,31.23,101.16,38.48,2021-05-03 13:19:15
1389,23.96,33.63,31.28,101.15,38.46,2021-05-03 13:19:49
1390,23.96,33.71,31.32,101.15,38.42,2021-05-03 13:20:22
1391,23.96,33.77,31.34,101.15,38.62,2021-05-03 13:20:56
1392,23.96,33.85,31.45,101.15,38.8,2021-05-03 13:21:36
1393,23.96,33.92,31.47,101.14,39.08,2021-05-03 13:22:10
1394,23.96,33.97,31.53,101.15,38.9,2021-05-03 13:22:43
1395,23.96,34.04,31.58,101.15,38.91,2021-05-03 13:23:17
1396,23.96,34.11,31.58,101.15,38.94,2021-05-03 13:23:51
1397,24.46,34.17,31.66,101.15,39.03,2021-05-03 13:24:25
1398,24.46,34.21,31.68,101.15,39.1,2021-05-03 13:24:58
1399,24.46,34.27,31.75,101.14,39.04,2021-05-03 13:25:37
1400,24.46,34.34,31.83,101.15,38.96,2021-05-03 13:26:21
1401,24.46,34.39,31.79,101.15,38.91,2021-05-03 13:26:56
1402,24.46,34.44,31.85,101.16,38.73,2021-05-03 13:27:34
1403,24.46,34.5,31.9,101.15,38.72,2021-05-03 13:28:18
1404,24.46,34.55,31.96,101.15,38.77,2021-05-03 13:28:52
1405,24.46,34.59,32.0,101.16,38.65,2021-05-03 13:29:26
1406,24.46,34.57,31.98,101.15,36.07,2021-05-03 13:30:00
1407,24.46,34.32,31.98,101.15,30.96,2021-05-03 13:30:35
1408,24.46,34.28,31.96,101.15,32.17,2021-05-03 13:31:08
